39575	d.68.2.2	d1a2na_	1a2n	A	[]	PF00275
19942	b.1.1.1	d1a7ol_	1a7o	L	[]	PF07686
19951	b.1.1.1	d1a7ph_	1a7p	H	[]	PF07686
19950	b.1.1.1	d1a7pl_	1a7p	L	[]	PF07686
19955	b.1.1.1	d1a7qh1	1a7q	H	['206-316']	PF07686
19954	b.1.1.1	d1a7ql_	1a7q	L	[]	PF07686
19945	b.1.1.1	d1a7rh_	1a7r	H	[]	PF07686
19944	b.1.1.1	d1a7rl_	1a7r	L	[]	PF07686
26284	b.47.1.2	d1a7sa_	1a7s	A	[]	PF00089
34705	c.69.1.12	d1a7ua_	1a7u	A	[]	PF00561
34706	c.69.1.12	d1a7ub_	1a7u	B	[]	PF00561
16562	a.24.3.2	d1a7va_	1a7v	A	[]	PF01322
16563	a.24.3.2	d1a7vb_	1a7v	B	[]	PF01322
16477	a.22.1.2	d1a7wa_	1a7w	A	[]	PF00808
38405	d.26.1.1	d1a7xa_	1a7x	A	[]	PF00254
38406	d.26.1.1	d1a7xb_	1a7x	B	[]	PF00254
28700	c.1.7.1	d1a80a_	1a80	A	[]	PF00248
40507	d.93.1.1	d1a81a1	1a81	A	['9-137']	PF00017
40508	d.93.1.1	d1a81a2	1a81	A	['138-262']	PF00017
40509	d.93.1.1	d1a81c1	1a81	C	['9-137']	PF00017
40510	d.93.1.1	d1a81c2	1a81	C	['138-262']	PF00017
40511	d.93.1.1	d1a81e1	1a81	E	['9-117']	PF00017
40512	d.93.1.1	d1a81e2	1a81	E	['152-262']	PF00017
40513	d.93.1.1	d1a81g1	1a81	G	['9-117']	PF00017
40514	d.93.1.1	d1a81g2	1a81	G	['152-262']	PF00017
40515	d.93.1.1	d1a81i1	1a81	I	['9-137']	PF00017
40516	d.93.1.1	d1a81i2	1a81	I	['138-262']	PF00017
40517	d.93.1.1	d1a81k1	1a81	K	['9-117']	PF00017
40518	d.93.1.1	d1a81k2	1a81	K	['152-262']	PF00017
32211	c.37.1.10	d1a82a_	1a82	A	[]	PF01656
40355	d.92.1.11	d1a85a_	1a85	A	[]	PF00413
40354	d.92.1.11	d1a86a_	1a86	A	[]	PF00413
34707	c.69.1.12	d1a88a_	1a88	A	[]	PF00561
34708	c.69.1.12	d1a88b_	1a88	B	[]	PF00561
34709	c.69.1.12	d1a88c_	1a88	C	[]	PF00561
18169	a.65.1.1	d1a8aa_	1a8a	A	[]	PF00191
18171	a.65.1.1	d1a8ba_	1a8b	A	[]	PF00191
24262	b.29.1.6	d1a8da1	1a8d	A	['1-247']	PF07953
25607	b.42.4.2	d1a8da2	1a8d	A	['248-452']	PF07953
35888	c.94.1.2	d1a8ea_	1a8e	A	[]	PF00405
35890	c.94.1.2	d1a8fa_	1a8f	A	[]	PF00405
26660	b.50.1.1	d1a8ga_	1a8g	A	[]	PF00077
26661	b.50.1.1	d1a8gb_	1a8g	B	[]	PF00077
16922	a.27.1.1	d1a8ha1	1a8h	A	['349-500']	PF09334
31589	c.26.1.1	d1a8ha2	1a8h	A	['1-348']	PF09334
35490	c.87.1.4	d1a8ia_	1a8i	A	[]	PF00343
20598	b.1.1.1	d1a8jh1	1a8j	H	['1-111']	PF07686
21505	b.1.1.2	d1a8jh2	1a8j	H	['112-216']	PF07686
20597	b.1.1.1	d1a8jl1	1a8j	L	['1-111']	PF07686
21504	b.1.1.2	d1a8jl2	1a8j	L	['112-216']	PF07686
26625	b.50.1.1	d1a8ka_	1a8k	A	[]	PF00077
26626	b.50.1.1	d1a8kb_	1a8k	B	[]	PF00077
26627	b.50.1.1	d1a8kd_	1a8k	D	[]	PF00077
26628	b.50.1.1	d1a8ke_	1a8k	E	[]	PF00077
32777	c.47.1.2	d1a8la1	1a8l	A	['1-119']	PF13192
32778	c.47.1.2	d1a8la2	1a8l	A	['120-226']	PF13192
23868	b.22.1.1	d1a8ma_	1a8m	A	[]	PF00229
23869	b.22.1.1	d1a8mb_	1a8m	B	[]	PF00229
23870	b.22.1.1	d1a8mc_	1a8m	C	[]	PF00229
25654	b.43.4.2	d1a8pa1	1a8p	A	['2-100']	PF00970
31544	c.25.1.1	d1a8pa2	1a8p	A	['101-258']	PF00970
34702	c.69.1.12	d1a8qa_	1a8q	A	[]	PF00561
40587	d.96.1.1	d1a8ra_	1a8r	A	[]	PF01227
40588	d.96.1.1	d1a8rb_	1a8r	B	[]	PF01227
40589	d.96.1.1	d1a8rc_	1a8r	C	[]	PF01227
40590	d.96.1.1	d1a8rd_	1a8r	D	[]	PF01227
40591	d.96.1.1	d1a8re_	1a8r	E	[]	PF01227
40592	d.96.1.1	d1a8rf_	1a8r	F	[]	PF01227
40593	d.96.1.1	d1a8rg_	1a8r	G	[]	PF01227
40594	d.96.1.1	d1a8rh_	1a8r	H	[]	PF01227
40595	d.96.1.1	d1a8ri_	1a8r	I	[]	PF01227
40596	d.96.1.1	d1a8rj_	1a8r	J	[]	PF01227
40597	d.96.1.1	d1a8rk_	1a8r	K	[]	PF01227
40598	d.96.1.1	d1a8rl_	1a8r	L	[]	PF01227
40599	d.96.1.1	d1a8rm_	1a8r	M	[]	PF01227
40600	d.96.1.1	d1a8rn_	1a8r	N	[]	PF01227
40601	d.96.1.1	d1a8ro_	1a8r	O	[]	PF01227
34710	c.69.1.12	d1a8sa_	1a8s	A	[]	PF00561
34703	c.69.1.12	d1a8ua_	1a8u	A	[]	PF00561
34704	c.69.1.12	d1a8ub_	1a8u	B	[]	PF00561
64712	a.140.3.1	d1a8va1	1a8v	A	['1-47']	PF07498
64713	b.40.4.5	d1a8va2	1a8v	A	['48-118']	PF07498
64714	a.140.3.1	d1a8vb1	1a8v	B	['1-47']	PF07498
64715	b.40.4.5	d1a8vb2	1a8v	B	['48-118']	PF07498
23020	b.6.1.1	d1a8za_	1a8z	A	[]	PF00127
38001	d.17.1.2	d1a90a_	1a90	A	[]	PF00031
26599	b.50.1.1	d1a94a_	1a94	A	[]	PF00077
26600	b.50.1.1	d1a94b_	1a94	B	[]	PF00077
26601	b.50.1.1	d1a94d_	1a94	D	[]	PF00077
26602	b.50.1.1	d1a94e_	1a94	E	[]	PF00077
34013	c.61.1.1	d1a95a_	1a95	A	[]	PF00156
34014	c.61.1.1	d1a95b_	1a95	B	[]	PF00156
34015	c.61.1.1	d1a95c_	1a95	C	[]	PF00156
34016	c.61.1.1	d1a95d_	1a95	D	[]	PF00156
34017	c.61.1.1	d1a96a_	1a96	A	[]	PF00156
34018	c.61.1.1	d1a96b_	1a96	B	[]	PF00156
34019	c.61.1.1	d1a96c_	1a96	C	[]	PF00156
34020	c.61.1.1	d1a96d_	1a96	D	[]	PF00156
34023	c.61.1.1	d1a97a_	1a97	A	[]	PF00156
34024	c.61.1.1	d1a97b_	1a97	B	[]	PF00156
34025	c.61.1.1	d1a97c_	1a97	C	[]	PF00156
34026	c.61.1.1	d1a97d_	1a97	D	[]	PF00156
34021	c.61.1.1	d1a98a_	1a98	A	[]	PF00156
34022	c.61.1.1	d1a98b_	1a98	B	[]	PF00156
35812	c.94.1.1	d1a99a_	1a99	A	[]	PF13416
35813	c.94.1.1	d1a99b_	1a99	B	[]	PF13416
35814	c.94.1.1	d1a99c_	1a99	C	[]	PF13416
35815	c.94.1.1	d1a99d_	1a99	D	[]	PF13416
20759	b.1.1.2	d1a9ba1	1a9b	A	['182-277']	PF00129
38269	d.19.1.1	d1a9ba2	1a9b	A	['1-181']	PF00129
20760	b.1.1.2	d1a9bb2	1a9b	B	['2-100']	PF07654
20761	b.1.1.2	d1a9bd1	1a9b	D	['182-277']	PF00129
38270	d.19.1.1	d1a9bd2	1a9b	D	['1-181']	PF00129
20762	b.1.1.2	d1a9be2	1a9b	E	['2-100']	PF07654
40602	d.96.1.1	d1a9ca_	1a9c	A	[]	PF01227
40603	d.96.1.1	d1a9cb_	1a9c	B	[]	PF01227
40604	d.96.1.1	d1a9cc_	1a9c	C	[]	PF01227
40605	d.96.1.1	d1a9cd_	1a9c	D	[]	PF01227
40606	d.96.1.1	d1a9ce_	1a9c	E	[]	PF01227
40607	d.96.1.1	d1a9cf_	1a9c	F	[]	PF01227
40608	d.96.1.1	d1a9cg_	1a9c	G	[]	PF01227
40609	d.96.1.1	d1a9ch_	1a9c	H	[]	PF01227
40610	d.96.1.1	d1a9ci_	1a9c	I	[]	PF01227
40611	d.96.1.1	d1a9cj_	1a9c	J	[]	PF01227
40612	d.96.1.1	d1a9ck_	1a9c	K	[]	PF01227
40613	d.96.1.1	d1a9cl_	1a9c	L	[]	PF01227
40614	d.96.1.1	d1a9cm_	1a9c	M	[]	PF01227
40615	d.96.1.1	d1a9cn_	1a9c	N	[]	PF01227
40616	d.96.1.1	d1a9co_	1a9c	O	[]	PF01227
20757	b.1.1.2	d1a9ea1	1a9e	A	['182-277']	PF00129
38268	d.19.1.1	d1a9ea2	1a9e	A	['1-181']	PF00129
20758	b.1.1.2	d1a9eb2	1a9e	B	['2-100']	PF07654
26642	b.50.1.1	d1a9ma_	1a9m	A	[]	PF00077
26643	b.50.1.1	d1a9mb_	1a9m	B	[]	PF00077
30875	c.10.2.4	d1a9na_	1a9n	A	[]	PF14580
39165	d.58.7.1	d1a9nb_	1a9n	B	[]	PF00076
30876	c.10.2.4	d1a9nc_	1a9n	C	[]	PF14580
39166	d.58.7.1	d1a9nd_	1a9n	D	[]	PF00076
33770	c.56.2.1	d1a9oa_	1a9o	A	[]	PF01048
33774	c.56.2.1	d1a9pa_	1a9p	A	[]	PF01048
33769	c.56.2.1	d1a9qa_	1a9q	A	[]	PF01048
33767	c.56.2.1	d1a9ra_	1a9r	A	[]	PF01048
33768	c.56.2.1	d1a9sa_	1a9s	A	[]	PF01048
33765	c.56.2.1	d1a9ta_	1a9t	A	[]	PF01048
41646	d.144.1.7	d1a9ua_	1a9u	A	[]	PF00069
21946	b.1.18.7	d1a9va_	1a9v	A	[]	PF02221
15359	a.1.1.2	d1a9wa_	1a9w	A	[]	PF00042
15360	a.1.1.2	d1a9wc_	1a9w	C	[]	PF00042
15551	a.1.1.2	d1a9we_	1a9w	E	[]	PF00042
15552	a.1.1.2	d1a9wf_	1a9w	F	[]	PF00042
18550	a.92.1.1	d1a9xa1	1a9x	A	['403-555']	PF02786
31479	c.24.1.1	d1a9xa2	1a9x	A	['936-1073']	PF02786
31657	c.30.1.1	d1a9xa3	1a9x	A	['1-127']	PF02786
31658	c.30.1.1	d1a9xa4	1a9x	A	['556-676']	PF02786
41502	d.142.1.2	d1a9xa5	1a9x	A	['128-402']	PF02786
41503	d.142.1.2	d1a9xa6	1a9x	A	['677-935']	PF02786
30732	c.8.3.1	d1a9xb1	1a9x	B	['1502-1652']	PF00988
31409	c.23.16.1	d1a9xb2	1a9x	B	['1653-1880']	PF00988
18551	a.92.1.1	d1a9xc1	1a9x	C	['2403-2555']	PF02786
31480	c.24.1.1	d1a9xc2	1a9x	C	['2936-3073']	PF02786
31659	c.30.1.1	d1a9xc3	1a9x	C	['2001-2127']	PF02786
31660	c.30.1.1	d1a9xc4	1a9x	C	['2556-2676']	PF02786
41504	d.142.1.2	d1a9xc5	1a9x	C	['2128-2402']	PF02786
41505	d.142.1.2	d1a9xc6	1a9x	C	['2677-2935']	PF02786
30733	c.8.3.1	d1a9xd1	1a9x	D	['3502-3652']	PF00988
31410	c.23.16.1	d1a9xd2	1a9x	D	['3653-3880']	PF00988
18552	a.92.1.1	d1a9xe1	1a9x	E	['4403-4555']	PF02786
31481	c.24.1.1	d1a9xe2	1a9x	E	['4936-5073']	PF02786
31661	c.30.1.1	d1a9xe3	1a9x	E	['4001-4127']	PF02786
31662	c.30.1.1	d1a9xe4	1a9x	E	['4556-4676']	PF02786
41506	d.142.1.2	d1a9xe5	1a9x	E	['4128-4402']	PF02786
41507	d.142.1.2	d1a9xe6	1a9x	E	['4677-4935']	PF02786
30734	c.8.3.1	d1a9xf1	1a9x	F	['5502-5652']	PF00988
31411	c.23.16.1	d1a9xf2	1a9x	F	['5653-5880']	PF00988
18553	a.92.1.1	d1a9xg1	1a9x	G	['6403-6555']	PF02786
31482	c.24.1.1	d1a9xg2	1a9x	G	['6936-7073']	PF02786
31663	c.30.1.1	d1a9xg3	1a9x	G	['6001-6127']	PF02786
31664	c.30.1.1	d1a9xg4	1a9x	G	['6556-6676']	PF02786
41508	d.142.1.2	d1a9xg5	1a9x	G	['6128-6402']	PF02786
41509	d.142.1.2	d1a9xg6	1a9x	G	['6677-6935']	PF02786
30735	c.8.3.1	d1a9xh1	1a9x	H	['7502-7652']	PF00988
31412	c.23.16.1	d1a9xh2	1a9x	H	['7653-7880']	PF00988
29789	c.2.1.2	d1a9ya_	1a9y	A	[]	PF01370
29795	c.2.1.2	d1a9za_	1a9z	A	[]	PF01370
29348	c.1.14.1	d1aa1b1	1aa1	B	['148-463']	PF02788
39254	d.58.9.1	d1aa1b2	1aa1	B	['21-147']	PF02788
39638	d.73.1.1	d1aa1c_	1aa1	C	[]	PF00101
29349	c.1.14.1	d1aa1e1	1aa1	E	['148-463']	PF02788
39255	d.58.9.1	d1aa1e2	1aa1	E	['21-147']	PF02788
39639	d.73.1.1	d1aa1f_	1aa1	F	[]	PF00101
29350	c.1.14.1	d1aa1h1	1aa1	H	['148-463']	PF02788
39256	d.58.9.1	d1aa1h2	1aa1	H	['21-147']	PF02788
39640	d.73.1.1	d1aa1i_	1aa1	I	[]	PF00101
29347	c.1.14.1	d1aa1l1	1aa1	L	['148-463']	PF02788
39253	d.58.9.1	d1aa1l2	1aa1	L	['21-147']	PF02788
39637	d.73.1.1	d1aa1s_	1aa1	S	[]	PF00101
17395	a.40.1.1	d1aa2a_	1aa2	A	[]	PF00307
18625	a.93.1.1	d1aa4a_	1aa4	A	[]	PF00141
26916	b.52.2.2	d1aa6a1	1aa6	A	['565-715']	PF04879
35324	c.81.1.1	d1aa6a2	1aa6	A	['1-564']	PF04879
18741	a.95.1.1	d1aa7a_	1aa7	A	[]	PF00598
18742	a.95.1.1	d1aa7b_	1aa7	B	[]	PF00598
32001	c.37.1.8	d1aa9a_	1aa9	A	[]	PF00071
16420	a.21.1.1	d1aaba_	1aab	A	[]	PF09011
22838	b.6.1.1	d1aaca_	1aac	A	[]	PF00127
22841	b.6.1.1	d1aaja_	1aaj	A	[]	PF00127
34347	c.67.1.1	d1aama_	1aam	A	[]	PF00155
22842	b.6.1.1	d1aana_	1aan	A	[]	PF00127
26688	b.50.1.1	d1aaqa_	1aaq	A	[]	PF00077
26689	b.50.1.1	d1aaqb_	1aaq	B	[]	PF00077
37586	d.15.1.1	d1aara_	1aar	A	[]	PF00240
37587	d.15.1.1	d1aarb_	1aar	B	[]	PF00240
34275	c.67.1.1	d1aata_	1aat	A	[]	PF00155
118408	c.67.1.1	d1aatb_	1aat	B	[]	PF00155
34323	c.67.1.1	d1aawa_	1aaw	A	[]	PF00155
32657	c.45.1.2	d1aaxa_	1aax	A	[]	PF00102
32761	c.47.1.1	d1aaza_	1aaz	A	[]	PF00462
32762	c.47.1.1	d1aazb_	1aaz	B	[]	PF00462
27190	b.60.1.2	d1ab0a_	1ab0	A	[]	PF00061
40506	d.93.1.1	d1ab2a1	1ab2	A	['4-104']	PF00017
16395	a.16.1.2	d1ab3a_	1ab3	A	[]	PF00312
31056	c.23.1.1	d1ab5a_	1ab5	A	[]	PF00072
31057	c.23.1.1	d1ab5b_	1ab5	B	[]	PF00072
31054	c.23.1.1	d1ab6a_	1ab6	A	[]	PF00072
31055	c.23.1.1	d1ab6b_	1ab6	B	[]	PF00072
30835	c.9.1.1	d1ab7a_	1ab7	A	[]	PF01337
39414	d.58.29.1	d1ab8a_	1ab8	A	[]	PF00211
39415	d.58.29.1	d1ab8b_	1ab8	B	[]	PF00211
32760	c.47.1.1	d1abaa_	1aba	A	[]	PF00462
35536	c.87.1.4	d1abba_	1abb	A	[]	PF00343
35537	c.87.1.4	d1abbb_	1abb	B	[]	PF00343
35538	c.87.1.4	d1abbc_	1abb	C	[]	PF00343
35539	c.87.1.4	d1abbd_	1abb	D	[]	PF00343
35648	c.93.1.1	d1abea_	1abe	A	[]	PF00532
35652	c.93.1.1	d1abfa_	1abf	A	[]	PF00532
28683	c.1.7.1	d1abna_	1abn	A	[]	PF00248
24474	b.34.2.1	d1aboa_	1abo	A	[]	PF00018
24475	b.34.2.1	d1abob_	1abo	B	[]	PF00018
24476	b.34.2.1	d1abqa_	1abq	A	[]	PF00018
42196	d.165.1.1	d1abra_	1abr	A	[]	PF00161
25563	b.42.2.1	d1abrb1	1abr	B	['1-140']	PF00652
25564	b.42.2.1	d1abrb2	1abr	B	['141-267']	PF00652
15034	a.1.1.2	d1absa_	1abs	A	[]	PF00042
15288	a.1.1.2	d1abwa1	1abw	A	['1-142']	PF00042
15289	a.1.1.2	d1abwa2	1abw	A	['143-283']	PF00042
15467	a.1.1.2	d1abwb_	1abw	B	[]	PF00042
15468	a.1.1.2	d1abwd_	1abw	D	[]	PF00042
15349	a.1.1.2	d1abya1	1aby	A	['1-142']	PF00042
15350	a.1.1.2	d1abya2	1aby	A	['143-283']	PF00042
15527	a.1.1.2	d1abyb_	1aby	B	[]	PF00042
15528	a.1.1.2	d1abyd_	1aby	D	[]	PF00042
22526	b.3.1.1	d1ac0a_	1ac0	A	[]	PF00686
90326	c.47.1.13	d1ac1a_	1ac1	A	[]	PF01323
90327	c.47.1.13	d1ac1b_	1ac1	B	[]	PF01323
18657	a.93.1.1	d1ac4a_	1ac4	A	[]	PF00141
34653	c.69.1.5	d1ac5a_	1ac5	A	[]	PF00450
20606	b.1.1.1	d1ac6a_	1ac6	A	[]	PF07686
20607	b.1.1.1	d1ac6b_	1ac6	B	[]	PF07686
18645	a.93.1.1	d1ac8a_	1ac8	A	[]	PF00141
16367	a.11.1.1	d1acaa_	1aca	A	[]	PF00887
26040	b.47.1.2	d1acbe_	1acb	E	[]	PF00089
38565	d.40.1.1	d1acbi_	1acb	I	[]	PF00280
238522	b.179.1.1	d1acca2	1acc	A	['14-225']	PF07691
27197	b.60.1.2	d1acda_	1acd	A	[]	PF00061
16246	a.4.7.1	d1acia_	1aci	A	[]	PF00298
34588	c.69.1.1	d1acja_	1acj	A	[]	PF00135
34590	c.69.1.1	d1acla_	1acl	A	[]	PF00135
35180	c.78.1.1	d1acma1	1acm	A	['1-150']	PF02729
35181	c.78.1.1	d1acma2	1acm	A	['151-310']	PF02729
39055	d.58.2.1	d1acmb1	1acm	B	['8-100']	PF01948
35182	c.78.1.1	d1acmc1	1acm	C	['1-150']	PF02729
35183	c.78.1.1	d1acmc2	1acm	C	['151-310']	PF02729
39056	d.58.2.1	d1acmd1	1acm	D	['8-100']	PF01948
30723	c.8.2.1	d1acoa1	1aco	A	['529-754']	PF00330
35399	c.83.1.1	d1acoa2	1aco	A	['2-528']	PF00330
16931	a.28.1.1	d1acpa_	1acp	A	[]	PF00550
90328	c.47.1.13	d1acva_	1acv	A	[]	PF01323
90329	c.47.1.13	d1acvb_	1acv	B	[]	PF01323
22211	b.1.7.1	d1acxa_	1acx	A	[]	PF00960
19885	b.1.1.1	d1acyh1	1acy	H	['1-112']	PF07654
20981	b.1.1.2	d1acyh2	1acy	H	['113-226']	PF07654
22524	b.3.1.1	d1acza_	1acz	A	[]	PF00686
29668	c.1.21.1	d1ad1a_	1ad1	A	[]	PF00809
29669	c.1.21.1	d1ad1b_	1ad1	B	[]	PF00809
29670	c.1.21.1	d1ad4a_	1ad4	A	[]	PF00809
29671	c.1.21.1	d1ad4b_	1ad4	B	[]	PF00809
24505	b.34.2.1	d1ad5a1	1ad5	A	['82-145']	PF00018
40491	d.93.1.1	d1ad5a2	1ad5	A	['146-248']	PF00018
41681	d.144.1.7	d1ad5a3	1ad5	A	['249-531']	PF00018
24506	b.34.2.1	d1ad5b1	1ad5	B	['82-145']	PF00018
40492	d.93.1.1	d1ad5b2	1ad5	B	['146-248']	PF00018
41682	d.144.1.7	d1ad5b3	1ad5	B	['249-531']	PF00018
24683	b.35.1.2	d1adba1	1adb	A	['1-163', '340-374']	PF08240
29699	c.2.1.1	d1adba2	1adb	A	['164-339']	PF08240
24684	b.35.1.2	d1adbb1	1adb	B	['1-163', '340-374']	PF08240
29700	c.2.1.1	d1adbb2	1adb	B	['164-339']	PF08240
24702	b.35.1.2	d1adca1	1adc	A	['1-163', '340-374']	PF08240
29718	c.2.1.1	d1adca2	1adc	A	['164-339']	PF08240
24703	b.35.1.2	d1adcb1	1adc	B	['1-163', '340-374']	PF08240
29719	c.2.1.1	d1adcb2	1adc	B	['164-339']	PF08240
29020	c.1.9.1	d1adda_	1add	A	[]	PF00962
32213	c.37.1.10	d1adea_	1ade	A	[]	PF00709
32214	c.37.1.10	d1adeb_	1ade	B	[]	PF00709
24701	b.35.1.2	d1adfa1	1adf	A	['1-163', '340-374']	PF08240
29717	c.2.1.1	d1adfa2	1adf	A	['164-339']	PF08240
24700	b.35.1.2	d1adga1	1adg	A	['1-163', '340-374']	PF08240
29716	c.2.1.1	d1adga2	1adg	A	['164-339']	PF08240
32233	c.37.1.10	d1adia_	1adi	A	[]	PF00709
32234	c.37.1.10	d1adib_	1adi	B	[]	PF00709
33188	c.51.1.1	d1adja1	1adj	A	['326-421']	PF13393
40737	d.104.1.1	d1adja2	1adj	A	['2-325']	PF13393
33189	c.51.1.1	d1adjb1	1adj	B	['326-421']	PF13393
40738	d.104.1.1	d1adjb2	1adj	B	['2-325']	PF13393
33190	c.51.1.1	d1adjc1	1adj	C	['326-421']	PF13393
40739	d.104.1.1	d1adjc2	1adj	C	['2-325']	PF13393
33191	c.51.1.1	d1adjd1	1adj	D	['326-421']	PF13393
40740	d.104.1.1	d1adjd2	1adj	D	['2-325']	PF13393
27186	b.60.1.2	d1adla_	1adl	A	[]	PF00061
29124	c.1.10.1	d1adoa_	1ado	A	[]	PF00274
29125	c.1.10.1	d1adob_	1ado	B	[]	PF00274
29126	c.1.10.1	d1adoc_	1ado	C	[]	PF00274
29127	c.1.10.1	d1adod_	1ado	D	[]	PF00274
21518	b.1.1.2	d1adqa1	1adq	A	['238-341']	PF07654
21519	b.1.1.2	d1adqa2	1adq	A	['342-443']	PF07654
17042	a.35.1.2	d1adra_	1adr	A	[]	PF01381
28671	c.1.7.1	d1adsa_	1ads	A	[]	PF00248
17888	a.54.1.1	d1adua1	1adu	A	['180-265']	PF02236
17889	a.54.1.1	d1adub1	1adu	B	['180-265']	PF02236
17891	a.54.1.1	d1adva1	1adv	A	['180-265']	PF02236
17892	a.54.1.1	d1advb1	1adv	B	['180-265']	PF02236
22893	b.6.1.1	d1adwa_	1adw	A	[]	PF00127
22894	b.6.1.1	d1adwb_	1adw	B	[]	PF00127
33192	c.51.1.1	d1adya1	1ady	A	['326-421']	PF13393
40741	d.104.1.1	d1adya2	1ady	A	['2-325']	PF13393
33193	c.51.1.1	d1adyb1	1ady	B	['326-421']	PF13393
40742	d.104.1.1	d1adyb2	1ady	B	['2-325']	PF13393
33194	c.51.1.1	d1adyc1	1ady	C	['326-421']	PF13393
40743	d.104.1.1	d1adyc2	1ady	C	['2-325']	PF13393
33195	c.51.1.1	d1adyd1	1ady	D	['326-421']	PF13393
40744	d.104.1.1	d1adyd2	1ady	D	['2-325']	PF13393
29943	c.2.1.2	d1ae1a_	1ae1	A	[]	PF13561
29944	c.2.1.2	d1ae1b_	1ae1	B	[]	PF13561
25382	b.40.4.7	d1ae2a_	1ae2	A	[]	PF02303
25381	b.40.4.7	d1ae3a_	1ae3	A	[]	PF02303
28689	c.1.7.1	d1ae4a_	1ae4	A	[]	PF00248
26285	b.47.1.2	d1ae5a_	1ae5	A	[]	PF00089
20211	b.1.1.1	d1ae6h1	1ae6	H	['1-114']	PF07686
21223	b.1.1.2	d1ae6h2	1ae6	H	['115-211']	PF07686
19553	a.133.1.2	d1ae7a_	1ae7	A	[]	PF00068
42153	d.163.1.1	d1ae9a_	1ae9	A	[]	PF00589
42154	d.163.1.1	d1ae9b_	1ae9	B	[]	PF00589
18646	a.93.1.1	d1aeba_	1aeb	A	[]	PF00141
37003	d.3.1.1	d1aeca_	1aec	A	[]	PF00112
18647	a.93.1.1	d1aeda_	1aed	A	[]	PF00141
18648	a.93.1.1	d1aeea_	1aee	A	[]	PF00141
18649	a.93.1.1	d1aefa_	1aef	A	[]	PF00141
18650	a.93.1.1	d1aega_	1aeg	A	[]	PF00141
18651	a.93.1.1	d1aeha_	1aeh	A	[]	PF00141
18180	a.65.1.1	d1aeia_	1aei	A	[]	PF00191
18181	a.65.1.1	d1aeib_	1aei	B	[]	PF00191
18182	a.65.1.1	d1aeic_	1aei	C	[]	PF00191
18183	a.65.1.1	d1aeid_	1aei	D	[]	PF00191
18184	a.65.1.1	d1aeie_	1aei	E	[]	PF00191
18185	a.65.1.1	d1aeif_	1aei	F	[]	PF00191
18652	a.93.1.1	d1aeja_	1aej	A	[]	PF00141
18653	a.93.1.1	d1aeka_	1aek	A	[]	PF00141
27180	b.60.1.2	d1aela_	1ael	A	[]	PF00061
18654	a.93.1.1	d1aema_	1aem	A	[]	PF00141
18658	a.93.1.1	d1aena_	1aen	A	[]	PF00141
18659	a.93.1.1	d1aeoa_	1aeo	A	[]	PF00141
18655	a.93.1.1	d1aeqa_	1aeq	A	[]	PF00141
42249	d.166.1.1	d1aera_	1aer	A	[]	PF09009
42250	d.166.1.1	d1aerb_	1aer	B	[]	PF09009
18642	a.93.1.1	d1aesa_	1aes	A	[]	PF00141
18643	a.93.1.1	d1aeta_	1aet	A	[]	PF00141
18660	a.93.1.1	d1aeua_	1aeu	A	[]	PF00141
18656	a.93.1.1	d1aeva_	1aev	A	[]	PF00141
16676	a.25.1.1	d1aewa_	1aew	A	[]	PF00210
24854	b.40.1.1	d1aexa_	1aex	A	[]	PF00565
24496	b.34.2.1	d1aeya_	1aey	A	[]	PF00018
28017	b.80.7.1	d1af0a1	1af0	A	['247-471']	PF00413
40301	d.92.1.6	d1af0a2	1af0	A	['2-246']	PF00413
36026	c.97.1.1	d1af2a1	1af2	A	['1-150']	PF00383
36027	c.97.1.1	d1af2a2	1af2	A	['151-294']	PF00383
32500	c.41.1.1	d1af4a_	1af4	A	[]	PF00082
40572	d.95.2.1	d1af5a_	1af5	A	[]	PF00961
17928	a.58.1.1	d1af7a1	1af7	A	['11-91']	PF03705
34203	c.66.1.8	d1af7a2	1af7	A	['92-284']	PF03705
16932	a.28.1.1	d1af8a_	1af8	A	[]	PF00550
24266	b.29.1.6	d1af9a1	1af9	A	['875-1110']	PF07953
25611	b.42.4.2	d1af9a2	1af9	A	['1111-1315']	PF07953
25506	b.42.1.1	d1afca_	1afc	A	[]	PF00167
25507	b.42.1.1	d1afcb_	1afc	B	[]	PF00167
25508	b.42.1.1	d1afcc_	1afc	C	[]	PF00167
25509	b.42.1.1	d1afcd_	1afc	D	[]	PF00167
25510	b.42.1.1	d1afce_	1afc	E	[]	PF00167
25511	b.42.1.1	d1afcf_	1afc	F	[]	PF00167
25512	b.42.1.1	d1afcg_	1afc	G	[]	PF00167
25513	b.42.1.1	d1afch_	1afc	H	[]	PF00167
17816	a.52.1.1	d1afha_	1afh	A	[]	PF00234
39339	d.58.17.1	d1afia_	1afi	A	[]	PF00403
39338	d.58.17.1	d1afja_	1afj	A	[]	PF00403
37199	d.5.1.1	d1afka_	1afk	A	[]	PF00074
37200	d.5.1.1	d1afkb_	1afk	B	[]	PF00074
37208	d.5.1.1	d1afla_	1afl	A	[]	PF00074
37209	d.5.1.1	d1aflb_	1afl	B	[]	PF00074
16805	a.25.1.2	d1afra_	1afr	A	[]	PF03405
16806	a.25.1.2	d1afrb_	1afr	B	[]	PF03405
16807	a.25.1.2	d1afrc_	1afr	C	[]	PF03405
16808	a.25.1.2	d1afrd_	1afr	D	[]	PF03405
